TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
2:17:00,4,1.00,103.5,32.40,33.52,0.25580,59.99,4.91,39.74,88.67,-999.00,-999.00,0,31.11,41.88,12.36,0.82,6.26,0.04,5.39,37.70,41.27,40.28,41.87,44.82,88.41,88.93,90.95,90.42,112.40,116.26,95.61,94.74,99.78,128.64,100.77,2.37,0.63,39.60,43.57,45.19,45.31,42.54,0.77,-0.54,85.5,1,2,36.44,2.42,24.90,35.94,85.20,48.92,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.30,0.30,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:17:50,4,1.00,103.5,32.40,33.51,0.26057,59.98,5.06,39.77,88.67,-999.00,-999.00,0,32.26,45.05,12.78,1.03,6.28,0.19,5.44,37.77,41.33,40.30,41.86,44.82,88.41,88.93,90.41,89.79,112.37,115.70,95.39,94.86,99.28,128.22,99.90,2.98,0.99,39.68,43.58,45.22,45.33,42.56,0.89,-0.40,85.7,1,2,36.72,3.33,28.60,36.23,85.14,48.92,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.40,0.40,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:18:40,4,1.00,103.5,32.30,33.45,0.26514,59.99,5.21,39.81,88.67,-999.00,-999.00,0,35.63,46.82,13.17,1.28,6.31,0.30,5.46,37.82,41.37,40.35,41.86,44.82,88.39,88.93,89.92,89.21,112.47,115.24,95.21,94.92,98.83,127.78,99.15,3.56,1.26,39.74,43.60,45.25,45.33,42.58,1.03,-0.23,85.7,1,2,37.07,4.25,31.49,36.48,85.10,49.20,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.50,0.50,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:19:30,4,1.00,103.4,32.30,33.43,0.26975,59.98,5.38,39.86,88.65,-999.00,-999.00,0,41.50,48.90,13.51,1.51,6.34,0.42,5.53,37.84,41.40,40.40,41.85,44.81,88.38,88.92,89.44,88.67,112.46,114.84,95.07,94.96,98.44,127.37,98.54,4.23,1.64,39.82,43.61,45.28,45.36,42.63,1.19,-0.04,85.6,1,2,37.36,5.08,33.24,36.62,85.10,49.28,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.60,0.60,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:20:20,4,1.00,103.5,32.30,33.48,0.27454,59.99,5.56,39.89,88.65,-999.00,-999.00,0,47.39,51.42,13.89,1.79,6.37,0.58,5.54,37.86,41.41,40.41,41.83,44.80,88.38,88.91,88.97,88.16,112.33,114.46,94.94,95.00,98.09,126.94,97.99,4.95,2.00,39.88,43.61,45.31,45.38,42.67,1.37,0.18,85.7,1,2,37.68,5.92,34.72,36.88,85.10,49.28,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.70,0.70,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:21:10,4,1.00,103.5,32.30,33.45,0.27915,60.00,5.73,39.91,88.65,-999.00,-999.00,0,52.44,54.20,14.25,2.11,6.40,0.78,5.60,37.92,41.46,40.44,41.82,44.80,88.38,88.90,88.57,87.74,112.15,114.12,94.84,95.01,97.79,126.55,97.55,5.73,2.37,39.96,43.66,45.31,45.39,42.69,1.57,0.41,85.8,1,2,37.85,6.75,35.94,37.04,85.10,49.32,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.80,0.80,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:22:00,4,1.00,103.5,32.30,33.44,0.28372,59.98,5.91,39.95,88.65,-999.00,-999.00,0,56.60,57.23,14.60,2.40,6.45,0.95,5.65,37.95,41.46,40.49,41.82,44.80,88.40,88.90,88.21,87.37,111.98,113.82,94.74,95.02,97.52,126.17,97.16,6.65,2.75,40.03,43.68,45.33,45.41,42.72,1.79,0.67,86.0,1,2,38.18,7.66,37.50,37.16,85.10,49.46,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.90,0.90,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:22:50,4,1.00,103.5,32.30,33.47,0.28849,59.99,6.11,40.00,88.65,-999.00,-999.00,0,60.09,60.37,14.93,2.78,6.48,1.19,5.72,37.97,41.52,40.55,41.83,44.81,88.40,88.90,87.90,87.04,111.77,113.53,94.68,95.03,97.27,125.80,96.81,7.66,3.31,40.11,43.70,45.38,45.45,42.78,2.04,0.98,85.8,1,2,38.43,8.57,39.31,37.40,85.10,49.46,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.00,1.00,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:23:40,4,1.00,103.5,32.30,33.49,0.29325,60.01,6.32,40.03,88.65,-999.00,-999.00,0,63.35,64.29,15.26,3.17,6.53,1.41,5.74,38.00,41.53,40.57,41.85,44.82,88.40,88.90,87.62,86.73,111.51,113.28,94.62,95.06,97.05,125.47,96.53,8.69,3.91,40.19,43.76,45.42,45.47,42.82,2.32,1.31,85.8,1,2,38.57,9.48,41.72,37.65,85.10,49.46,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.10,1.10,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:24:30,4,1.00,103.6,32.30,33.48,0.29781,60.00,6.56,40.07,88.65,-999.00,-999.00,0,66.77,68.82,15.63,3.65,6.63,1.71,5.84,38.09,41.59,40.66,41.86,44.82,88.39,88.90,87.35,86.47,111.14,113.02,94.55,95.07,96.84,125.15,96.25,9.71,4.51,40.26,43.77,45.45,45.49,42.87,2.61,1.66,85.8,1,2,38.86,10.48,44.86,37.76,85.10,49.46,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.20,1.20,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:25:20,4,1.00,103.5,32.30,33.46,0.30238,60.00,6.81,40.13,88.63,-999.00,-999.00,0,70.02,73.51,16.01,4.10,6.66,2.01,5.95,38.13,41.65,40.70,41.86,44.82,88.38,88.88,87.09,86.24,110.72,112.77,94.49,95.08,96.65,124.89,96.01,10.81,5.31,40.33,43.79,45.47,45.52,42.91,2.92,2.05,85.8,1,2,39.09,11.44,48.56,37.94,85.10,49.46,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.30,1.30,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:26:10,4,1.00,103.5,32.30,33.46,0.30715,59.98,7.07,40.17,88.63,-999.00,-999.00,0,72.77,77.33,16.37,4.57,6.73,2.31,5.99,38.18,41.66,40.74,41.86,44.81,88.38,88.87,86.85,86.01,110.43,112.58,94.42,95.07,96.48,124.66,95.78,11.92,5.90,40.41,43.80,45.52,45.53,42.96,3.23,2.44,85.8,1,2,39.20,12.33,52.20,38.10,85.10,49.46,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.40,1.40,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:27:00,4,1.00,103.5,32.30,33.47,0.31170,60.00,7.34,40.22,88.62,-999.00,-999.00,0,75.40,80.39,16.77,5.10,6.78,2.63,6.10,38.21,41.71,40.77,41.87,44.82,88.38,88.85,86.65,85.81,110.24,112.40,94.37,95.06,96.31,124.49,95.56,13.15,6.60,40.46,43.83,45.53,45.55,42.98,3.56,2.86,85.8,1,2,39.33,13.41,56.37,38.33,85.10,49.46,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.50,1.50,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:27:50,4,1.00,103.5,32.30,33.42,0.31648,59.98,7.64,40.26,88.62,-999.00,-999.00,0,78.12,83.15,17.19,5.64,6.87,3.04,6.19,38.27,41.74,40.82,41.87,44.81,88.36,88.85,86.46,85.61,110.12,112.26,94.31,95.02,96.13,124.33,95.37,14.20,7.21,40.53,43.86,45.57,45.57,43.02,3.91,3.31,85.8,1,2,39.56,14.45,59.65,38.48,85.10,49.57,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.60,1.60,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:28:37,4,1.00,103.5,32.30,33.48,0.32102,59.99,7.95,40.29,88.62,-999.00,-999.00,0,80.95,85.89,17.62,6.20,6.97,3.42,6.34,38.33,41.74,40.85,41.88,44.83,88.38,88.89,86.29,85.44,110.06,112.10,94.27,94.99,95.96,124.18,95.19,15.49,7.58,40.60,43.88,45.60,45.59,43.07,4.28,3.79,85.8,1,2,39.76,15.54,62.62,38.53,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.80,1.80,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:29:30,4,1.00,103.5,32.30,33.42,0.32580,59.98,8.28,40.33,88.62,-999.00,-999.00,0,83.77,88.41,18.13,6.83,7.06,3.81,6.46,38.38,41.79,40.90,41.89,44.83,88.33,88.90,86.13,85.30,110.00,111.97,94.25,95.00,95.82,124.02,95.05,16.93,8.23,40.69,43.93,45.64,45.64,43.13,4.68,4.29,85.8,1,2,39.92,16.79,65.61,38.73,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,1.90,1.90,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:30:20,4,1.00,103.6,32.30,33.53,0.33035,60.02,8.66,40.38,88.61,-999.00,-999.00,0,86.52,90.73,18.69,7.48,7.20,4.26,6.64,38.45,41.86,40.98,41.89,44.84,88.33,88.89,85.98,85.16,109.94,111.81,94.21,94.96,95.66,123.86,94.88,18.21,8.96,40.76,43.95,45.68,45.67,43.18,5.10,4.84,85.9,1,2,39.92,17.89,68.04,38.93,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,2.00,2.00,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:31:10,4,1.00,103.5,32.30,33.43,0.33512,60.00,9.07,40.45,88.60,-999.00,-999.00,0,89.24,92.74,19.30,8.16,7.35,4.77,6.82,38.52,41.88,41.04,41.89,44.84,88.33,88.85,85.86,85.03,109.88,111.67,94.16,94.94,95.52,123.67,94.74,19.74,9.57,40.83,43.99,45.71,45.70,43.23,5.51,5.37,85.9,1,2,40.12,18.97,70.12,39.11,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,2.20,2.20,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:32:00,4,1.00,103.5,32.30,33.45,0.33968,59.99,9.50,40.50,88.60,-999.00,-999.00,0,92.58,94.60,19.97,8.83,7.49,5.23,7.01,38.55,41.93,41.10,41.89,44.85,88.33,88.87,85.73,84.91,109.82,111.52,94.12,94.92,95.38,123.51,94.59,21.17,10.25,40.88,44.01,45.73,45.72,43.26,5.95,5.92,85.8,1,2,40.28,20.20,72.19,39.20,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,2.30,2.30,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:32:50,4,1.00,103.5,32.30,33.42,0.34443,59.99,9.95,40.54,88.59,-999.00,-999.00,0,96.12,96.18,20.64,9.55,7.67,5.73,7.20,38.61,41.93,41.12,41.89,44.85,88.33,88.85,85.63,84.80,109.74,111.37,94.08,94.88,95.24,123.30,94.44,22.50,11.06,40.95,44.04,45.75,45.74,43.29,6.40,6.51,85.6,1,2,40.46,21.56,74.21,39.27,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,2.40,2.40,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:33:40,4,1.00,103.5,32.30,33.40,0.34898,59.99,10.42,40.59,88.58,-999.00,-999.00,0,99.02,97.90,21.43,10.31,7.86,6.28,7.45,38.71,41.99,41.18,41.90,44.86,88.32,88.85,85.52,84.71,109.68,111.24,94.04,94.86,95.11,123.10,94.31,23.76,11.93,41.01,44.06,45.78,45.75,43.33,6.87,7.10,85.5,1,2,40.60,22.72,75.96,39.44,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,2.60,2.60,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:34:30,4,1.00,103.5,32.30,33.44,0.35376,59.99,10.92,40.64,88.59,-999.00,-999.00,0,100.99,99.76,22.21,11.08,8.09,6.81,7.70,38.74,42.00,41.23,41.92,44.89,88.36,88.89,85.44,84.62,109.59,111.09,94.01,94.83,95.00,122.91,94.19,25.17,12.64,41.08,44.08,45.81,45.80,43.38,7.35,7.71,85.4,1,2,40.64,23.83,77.80,39.61,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,2.70,2.70,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:35:20,4,1.00,103.6,32.30,33.46,0.35831,60.00,11.46,40.68,88.59,-999.00,-999.00,0,102.74,99.86,23.01,11.88,8.33,7.40,7.94,38.80,42.01,41.26,41.95,44.90,88.31,88.82,85.35,84.53,109.47,110.96,93.96,94.79,94.86,122.69,94.05,26.53,13.48,41.13,44.12,45.84,45.81,43.41,7.84,8.34,85.3,1,2,40.72,25.12,79.68,39.78,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,2.80,2.80,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:36:10,4,1.00,103.5,32.30,33.42,0.36310,60.00,12.01,40.73,88.58,-999.00,-999.00,0,103.23,97.93,23.90,12.70,8.59,7.98,8.22,38.86,42.07,41.32,41.98,44.91,88.33,88.87,85.30,84.49,109.31,110.86,93.94,94.78,94.77,122.51,93.97,27.87,14.44,41.19,44.15,45.87,45.87,43.47,8.36,8.98,85.2,1,2,40.88,26.06,81.04,39.92,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,2.90,2.90,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:36:43,8,0.32,103.6,0.50,0.17,0.36618,59.99,12.53,40.79,88.59,-999.00,-999.00,0,104.36,101.76,24.56,13.41,8.84,8.45,8.43,38.89,42.07,41.37,41.99,44.93,88.33,88.85,85.25,84.45,109.21,110.72,93.90,94.77,94.68,122.34,93.87,29.01,15.26,41.24,44.19,45.90,45.89,43.51,8.84,9.59,85.1,1,2,41.00,26.91,81.93,39.92,85.10,49.64,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,3.00,3.00,0.10,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:37:34,8,0.33,103.7,0.50,0.18,0.36620,60.00,13.05,40.83,88.59,-999.00,-999.00,0,105.98,103.48,25.40,14.20,9.13,9.03,8.71,39.00,42.13,41.42,42.00,44.94,88.33,88.85,85.20,84.41,109.17,110.62,93.87,94.74,94.59,122.16,93.77,30.13,16.15,41.29,44.21,45.92,45.92,43.53,9.30,10.16,85.1,1,2,41.13,27.75,82.92,40.06,85.10,49.64,0,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,3.10,3.10,0.10,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
